course_title,skills,rating,review_count,level,duration,skills_list,skills_text,filtered_skills,algorithms,business analysis,cloud computing,communication,computer programming,critical thinking,data analysis,data management,decision making,finance,human learning,leadership and management,machine learning,machine learning algorithms,marketing,planning,probability & statistics,problem solving,project management,python programming,risk management,sql,strategy,strategy and operations,writing
Medical Billing and Coding Fundamentals,"{"" Communication"","" Leadership and Management""}",4.8,188.0,Beginner , 3 - 6 Months,"['Communication', 'Leadership and Management']",communication | leadership and management,"['communication', 'leadership and management']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TensorFlow: Advanced Techniques,"{"" Deep Learning"","" Machine Learning"","" Tensorflow"","" Artificial Neural Networks"","" Applied Machine Learning"","" Python Programming"","" Machine Learning Algorithms"","" Human Learning"","" Computer Vision"","" Computer Programming"","" Network Model"","" Machine Learning Software"","" Network Architecture"","" Training"","" Visualization (Computer Graphics)"","" Computer Graphic Techniques"","" Strategy""}",4.8,1400.0,Intermediate , 3 - 6 Months,"['Deep Learning', 'Machine Learning', 'Tensorflow', 'Artificial Neural Networks', 'Applied Machine Learning', 'Python Programming', 'Machine Learning Algorithms', 'Human Learning', 'Computer Vision', 'Computer Programming', 'Network Model', 'Machine Learning Software', 'Network Architecture', 'Training', 'Visualization (Computer Graphics)', 'Computer Graphic Techniques', 'Strategy']",deep learning | machine learning | tensorflow | artificial neural networks | applied machine learning | python programming | machine learning algorithms | human learning | computer vision | computer programming | network model | machine learning software | network architecture | training | visualization (computer graphics) | computer graphic techniques | strategy,"['machine learning', 'python programming', 'machine learning algorithms', 'human learning', 'computer programming', 'strategy']",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
Applied Data Science with Python,"{"" Python Programming"","" Data Analysis"","" Computer Programming"","" Machine Learning"","" Algorithms"","" Applied Machine Learning"","" Data Mining"","" Machine Learning Algorithms"","" Exploratory Data Analysis"","" Statistical Programming"","" Data Management"","" Extract"","" Transform"","" Load"","" Natural Language Processing"","" Critical Thinking"","" Statistical Machine Learning"","" Graph Theory"","" Network Analysis"","" Computer Programming Tools"","" Human Learning"","" Data Visualization"","" Network Model"","" Data Analysis Software"","" Regression"","" Computer Networking"","" General Statistics"","" Network Architecture"","" Plot (Graphics)"","" Visualization (Computer Graphics)"","" Computer Graphics""}",4.5,33500.0,Intermediate , 3 - 6 Months,"['Python Programming', 'Data Analysis', 'Computer Programming', 'Machine Learning', 'Algorithms', 'Applied Machine Learning', 'Data Mining', 'Machine Learning Algorithms', 'Exploratory Data Analysis', 'Statistical Programming', 'Data Management', 'Extract', 'Transform', 'Load', 'Natural Language Processing', 'Critical Thinking', 'Statistical Machine Learning', 'Graph Theory', 'Network Analysis', 'Computer Programming Tools', 'Human Learning', 'Data Visualization', 'Network Model', 'Data Analysis Software', 'Regression', 'Computer Networking', 'General Statistics', 'Network Architecture', 'Plot (Graphics)', 'Visualization (Computer Graphics)', 'Computer Graphics']",python programming | data analysis | computer programming | machine learning | algorithms | applied machine learning | data mining | machine learning algorithms | exploratory data analysis | statistical programming | data management | extract | transform | load | natural language processing | critical thinking | statistical machine learning | graph theory | network analysis | computer programming tools | human learning | data visualization | network model | data analysis software | regression | computer networking | general statistics | network architecture | plot (graphics) | visualization (computer graphics) | computer graphics,"['python programming', 'data analysis', 'computer programming', 'machine learning', 'algorithms', 'machine learning algorithms', 'data management', 'critical thinking', 'human learning']",1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Mathematics for Machine Learning,"{"" Algebra"","" Linear Algebra"","" Mathematics"","" Machine Learning"","" Mathematical Theory & Analysis"","" Computer Programming"","" Python Programming"","" Machine Learning Algorithms"","" Calculus"","" Computational Logic"","" Algorithms"","" Differential Equations"","" Applied Mathematics"","" Problem Solving"","" Statistical Analysis"","" Dimensionality Reduction"","" Computer Programming Tools"","" Regression""}",4.6,14000.0,Beginner , 3 - 6 Months,"['Algebra', 'Linear Algebra', 'Mathematics', 'Machine Learning', 'Mathematical Theory & Analysis', 'Computer Programming', 'Python Programming', 'Machine Learning Algorithms', 'Calculus', 'Computational Logic', 'Algorithms', 'Differential Equations', 'Applied Mathematics', 'Problem Solving', 'Statistical Analysis', 'Dimensionality Reduction', 'Computer Programming Tools', 'Regression']",algebra | linear algebra | mathematics | machine learning | mathematical theory & analysis | computer programming | python programming | machine learning algorithms | calculus | computational logic | algorithms | differential equations | applied mathematics | problem solving | statistical analysis | dimensionality reduction | computer programming tools | regression,"['machine learning', 'computer programming', 'python programming', 'machine learning algorithms', 'algorithms', 'problem solving']",1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
Reinforcement Learning,"{"" Machine Learning"","" Reinforcement Learning"","" Algorithms"","" Human Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Computer Programming"","" Python Programming"","" Statistical Machine Learning"","" Statistical Programming"","" Artificial Neural Networks"","" Decision Making"","" Probability & Statistics"","" Probability Distribution""}",4.7,3300.0,Intermediate , 3 - 6 Months,"['Machine Learning', 'Reinforcement Learning', 'Algorithms', 'Human Learning', 'Machine Learning Algorithms', 'Applied Machine Learning', 'Computer Programming', 'Python Programming', 'Statistical Machine Learning', 'Statistical Programming', 'Artificial Neural Networks', 'Decision Making', 'Probability & Statistics', 'Probability Distribution']",machine learning | reinforcement learning | algorithms | human learning | machine learning algorithms | applied machine learning | computer programming | python programming | statistical machine learning | statistical programming | artificial neural networks | decision making | probability & statistics | probability distribution,"['machine learning', 'algorithms', 'human learning', 'machine learning algorithms', 'computer programming', 'python programming', 'decision making', 'probability & statistics']",1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Mergers and Acquisitions,"{"" Mergers & Acquisitions"","" Finance"","" Accounting"","" Financial Analysis"","" Financial Accounting"","" Banking"","" Business Analysis"","" Investment Management"","" Financial Management"","" Data Analysis"","" Market Analysis"","" Corporate Accouting"","" Taxes""}",4.6,249.0,Intermediate , 3 - 6 Months,"['Mergers & Acquisitions', 'Finance', 'Accounting', 'Financial Analysis', 'Financial Accounting', 'Banking', 'Business Analysis', 'Investment Management', 'Financial Management', 'Data Analysis', 'Market Analysis', 'Corporate Accouting', 'Taxes']",mergers & acquisitions | finance | accounting | financial analysis | financial accounting | banking | business analysis | investment management | financial management | data analysis | market analysis | corporate accouting | taxes,"['finance', 'business analysis', 'data analysis']",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leading People and Teams,"{"" Human Resources"","" Leadership and Management"","" People Development"","" Strategy and Operations"","" Leadership Development"","" Talent Management"","" Business Psychology"","" People Analysis"","" Communication"","" People Management"","" Strategy"","" Human Learning"","" Human Resources Operations"","" Business Communication"","" Collaboration"","" Influencing"","" Performance Management"","" Conflict Management"","" Employee Relations"","" Business Analysis"","" Marketing"","" Recruitment""}",4.7,10200.0,Beginner , 3 - 6 Months,"['Human Resources', 'Leadership and Management', 'People Development', 'Strategy and Operations', 'Leadership Development', 'Talent Management', 'Business Psychology', 'People Analysis', 'Communication', 'People Management', 'Strategy', 'Human Learning', 'Human Resources Operations', 'Business Communication', 'Collaboration', 'Influencing', 'Performance Management', 'Conflict Management', 'Employee Relations', 'Business Analysis', 'Marketing', 'Recruitment']",human resources | leadership and management | people development | strategy and operations | leadership development | talent management | business psychology | people analysis | communication | people management | strategy | human learning | human resources operations | business communication | collaboration | influencing | performance management | conflict management | employee relations | business analysis | marketing | recruitment,"['leadership and management', 'strategy and operations', 'communication', 'strategy', 'human learning', 'business analysis', 'marketing']",0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
Fundamentals of Project Planning and Management,"{"" Project Management"","" Strategy and Operations"","" Leadership and Management"","" Planning""}",4.7,9300.0,Beginner , 1 - 4 Weeks,"['Project Management', 'Strategy and Operations', 'Leadership and Management', 'Planning']",project management | strategy and operations | leadership and management | planning,"['project management', 'strategy and operations', 'leadership and management', 'planning']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
The Business of Health Care,"{"" Leadership and Management"","" Finance"","" Decision Making"","" Performance Management"","" Strategy and Operations"","" Operations Management"","" Business Analysis"","" Financial Analysis"","" Financial Management"","" Business Psychology"","" Accounting"","" Accounts Payable and Receivable"","" Financial Accounting"","" General Accounting"","" Management Accounting"","" People Management"","" Generally Accepted Accounting Principles (GAAP)"","" People Analysis"","" Strategy"","" Business Process Management"","" Innovation"","" Leadership Development"","" Payments"","" Behavioral Economics"","" Problem Solving"","" Compensation"","" Correlation And Dependence"","" Insurance Sales"","" Research and Design"","" Risk Management""}",4.6,1700.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Finance', 'Decision Making', 'Performance Management', 'Strategy and Operations', 'Operations Management', 'Business Analysis', 'Financial Analysis', 'Financial Management', 'Business Psychology', 'Accounting', 'Accounts Payable and Receivable', 'Financial Accounting', 'General Accounting', 'Management Accounting', 'People Management', 'Generally Accepted Accounting Principles (GAAP)', 'People Analysis', 'Strategy', 'Business Process Management', 'Innovation', 'Leadership Development', 'Payments', 'Behavioral Economics', 'Problem Solving', 'Compensation', 'Correlation And Dependence', 'Insurance Sales', 'Research and Design', 'Risk Management']",leadership and management | finance | decision making | performance management | strategy and operations | operations management | business analysis | financial analysis | financial management | business psychology | accounting | accounts payable and receivable | financial accounting | general accounting | management accounting | people management | generally accepted accounting principles (gaap) | people analysis | strategy | business process management | innovation | leadership development | payments | behavioral economics | problem solving | compensation | correlation and dependence | insurance sales | research and design | risk management,"['leadership and management', 'finance', 'decision making', 'strategy and operations', 'business analysis', 'strategy', 'problem solving', 'risk management']",0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
AI for Good,"{"" Artificial Neural Networks"","" Computer Vision"","" Exploratory Data Analysis"","" Natural Language Processing"","" Python Programming""}",4.8,160.0,Beginner , 1 - 3 Months,"['Artificial Neural Networks', 'Computer Vision', 'Exploratory Data Analysis', 'Natural Language Processing', 'Python Programming']",artificial neural networks | computer vision | exploratory data analysis | natural language processing | python programming,['python programming'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Analyze Data to Answer Questions,"{"" Data Analysis"","" Data Management"","" Microsoft Excel"","" SQL"","" Spreadsheet Software""}",4.6,9600.0,Beginner , 1 - 4 Weeks,"['Data Analysis', 'Data Management', 'Microsoft Excel', 'SQL', 'Spreadsheet Software']",data analysis | data management | microsoft excel | sql | spreadsheet software,"['data analysis', 'data management', 'sql']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Data Science: Foundations using R,"{"" Data Analysis"","" R Programming"","" Statistical Programming"","" Exploratory Data Analysis"","" Computer Programming"","" Computer Programming Tools"","" Data Management"","" Programming Principles"","" Data Structures"","" Statistical Analysis"","" Critical Thinking"","" Problem Solving"","" General Statistics"","" Process Analysis"","" Basic Descriptive Statistics"","" Statistical Tests"","" Computational Thinking"","" Big Data"","" Data Mining"","" Data Visualization"","" Databases"","" Extract"","" Transform"","" Load"","" Plot (Graphics)"","" Communication"","" Computer Graphic Techniques"","" Computer Graphics"","" Interactive Data Visualization"","" Knitr"","" Visualization (Computer Graphics)""}",4.6,47700.0,Beginner , 3 - 6 Months,"['Data Analysis', 'R Programming', 'Statistical Programming', 'Exploratory Data Analysis', 'Computer Programming', 'Computer Programming Tools', 'Data Management', 'Programming Principles', 'Data Structures', 'Statistical Analysis', 'Critical Thinking', 'Problem Solving', 'General Statistics', 'Process Analysis', 'Basic Descriptive Statistics', 'Statistical Tests', 'Computational Thinking', 'Big Data', 'Data Mining', 'Data Visualization', 'Databases', 'Extract', 'Transform', 'Load', 'Plot (Graphics)', 'Communication', 'Computer Graphic Techniques', 'Computer Graphics', 'Interactive Data Visualization', 'Knitr', 'Visualization (Computer Graphics)']",data analysis | r programming | statistical programming | exploratory data analysis | computer programming | computer programming tools | data management | programming principles | data structures | statistical analysis | critical thinking | problem solving | general statistics | process analysis | basic descriptive statistics | statistical tests | computational thinking | big data | data mining | data visualization | databases | extract | transform | load | plot (graphics) | communication | computer graphic techniques | computer graphics | interactive data visualization | knitr | visualization (computer graphics),"['data analysis', 'computer programming', 'data management', 'critical thinking', 'problem solving', 'communication']",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Meta Marketing Analytics,"{"" Marketing"","" Data Analysis"","" Digital Marketing"","" Advertising"","" Marketing Management"","" Media Strategy & Planning"","" Business Analysis"","" Statistical Analysis"","" Communication"","" Probability & Statistics"","" Market Analysis"","" General Statistics"","" Experiment"","" Data Visualization"","" Storytelling"","" Regression"","" Statistical Tests"","" Market Research"","" Basic Descriptive Statistics"","" Probability Distribution"","" Brand Management"","" Forecasting"","" Research and Design"","" Computer Programming"","" Data Management"","" Databases"","" Python Programming"","" SQL"","" Statistical Programming"","" Tableau Software""}",4.7,2100.0,Beginner , 3 - 6 Months,"['Marketing', 'Data Analysis', 'Digital Marketing', 'Advertising', 'Marketing Management', 'Media Strategy & Planning', 'Business Analysis', 'Statistical Analysis', 'Communication', 'Probability & Statistics', 'Market Analysis', 'General Statistics', 'Experiment', 'Data Visualization', 'Storytelling', 'Regression', 'Statistical Tests', 'Market Research', 'Basic Descriptive Statistics', 'Probability Distribution', 'Brand Management', 'Forecasting', 'Research and Design', 'Computer Programming', 'Data Management', 'Databases', 'Python Programming', 'SQL', 'Statistical Programming', 'Tableau Software']",marketing | data analysis | digital marketing | advertising | marketing management | media strategy & planning | business analysis | statistical analysis | communication | probability & statistics | market analysis | general statistics | experiment | data visualization | storytelling | regression | statistical tests | market research | basic descriptive statistics | probability distribution | brand management | forecasting | research and design | computer programming | data management | databases | python programming | sql | statistical programming | tableau software,"['marketing', 'data analysis', 'business analysis', 'communication', 'probability & statistics', 'computer programming', 'data management', 'python programming', 'sql']",0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
OKR Certification: Leadership and Goal Setting,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Transformation"","" Communication"","" Organizational Development"","" Professional Development"","" Critical Thinking"","" Leadership Development"","" Performance Management"","" Planning""}",4.8,320.0,Beginner , 1 - 4 Weeks,"['Leadership and Management', 'Strategy', 'Strategy and Operations', 'Business Transformation', 'Communication', 'Organizational Development', 'Professional Development', 'Critical Thinking', 'Leadership Development', 'Performance Management', 'Planning']",leadership and management | strategy | strategy and operations | business transformation | communication | organizational development | professional development | critical thinking | leadership development | performance management | planning,"['leadership and management', 'strategy', 'strategy and operations', 'communication', 'critical thinking', 'planning']",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
Introduction to Artificial Intelligence (AI),"{"" Algorithms"","" Applied Machine Learning"","" Artificial Neural Networks"","" Computer Vision"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Data Analysis"","" Data Science""}",4.7,11700.0,Beginner , 1 - 4 Weeks,"['Algorithms', 'Applied Machine Learning', 'Artificial Neural Networks', 'Computer Vision', 'Deep Learning', 'Human Learning', 'Machine Learning', 'Machine Learning Algorithms', 'Machine Learning Software', 'Data Analysis', 'Data Science']",algorithms | applied machine learning | artificial neural networks | computer vision | deep learning | human learning | machine learning | machine learning algorithms | machine learning software | data analysis | data science,"['algorithms', 'human learning', 'machine learning', 'machine learning algorithms', 'data analysis']",1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Achieving Personal and Professional Success,"{"" Communication"","" Human Learning"","" Professional Development"","" Critical Thinking"","" Leadership Development"","" Leadership and Management"","" People Analysis"","" Decision Making"","" Emotional Intelligence"","" People Development"","" Adaptability"","" Negotiation"","" Influencing"","" Innovation""}",4.7,3000.0,Beginner , 3 - 6 Months,"['Communication', 'Human Learning', 'Professional Development', 'Critical Thinking', 'Leadership Development', 'Leadership and Management', 'People Analysis', 'Decision Making', 'Emotional Intelligence', 'People Development', 'Adaptability', 'Negotiation', 'Influencing', 'Innovation']",communication | human learning | professional development | critical thinking | leadership development | leadership and management | people analysis | decision making | emotional intelligence | people development | adaptability | negotiation | influencing | innovation,"['communication', 'human learning', 'critical thinking', 'leadership and management', 'decision making']",0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
People and Soft Skills for Professional and Personal Success,"{"" Leadership and Management"","" Communication"","" Problem Solving"","" Critical Thinking"","" Planning"","" Professional Development"","" Collaboration"","" People Management"","" Conflict Management""}",4.6,641.0,Beginner , 1 - 3 Months,"['Leadership and Management', 'Communication', 'Problem Solving', 'Critical Thinking', 'Planning', 'Professional Development', 'Collaboration', 'People Management', 'Conflict Management']",leadership and management | communication | problem solving | critical thinking | planning | professional development | collaboration | people management | conflict management,"['leadership and management', 'communication', 'problem solving', 'critical thinking', 'planning']",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Business Analytics with Excel: Elementary to Advanced,"{"" Business Analysis"","" Data Analysis"","" Data Visualization"","" Spreadsheet Software"","" Data Model"","" Decision Making"","" Microsoft Excel"","" Process Analysis"","" Statistical Visualization""}",4.8,1100.0,Intermediate , 1 - 3 Months,"['Business Analysis', 'Data Analysis', 'Data Visualization', 'Spreadsheet Software', 'Data Model', 'Decision Making', 'Microsoft Excel', 'Process Analysis', 'Statistical Visualization']",business analysis | data analysis | data visualization | spreadsheet software | data model | decision making | microsoft excel | process analysis | statistical visualization,"['business analysis', 'data analysis', 'decision making']",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System Administration and IT Infrastructure Services,"{"" Cloud Computing"","" Leadership and Management""}",4.7,23700.0,Beginner , 1 - 3 Months,"['Cloud Computing', 'Leadership and Management']",cloud computing | leadership and management,"['cloud computing', 'leadership and management']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful Negotiation: Essential Strategies and Skills,"{"" Contract Management"","" Negotiation"","" Communication"","" Decision Making"","" Strategy""}",4.8,18800.0,Beginner , 1 - 3 Months,"['Contract Management', 'Negotiation', 'Communication', 'Decision Making', 'Strategy']",contract management | negotiation | communication | decision making | strategy,"['communication', 'decision making', 'strategy']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Financial Engineering and Risk Management,"{"" Finance"","" Risk Management"","" Probability & Statistics"","" Leadership and Management"","" Mathematics"","" Investment Management"","" Securities Sales"","" Securities Trading"","" Computer Programming""}",4.5,207.0,Intermediate , 3 - 6 Months,"['Finance', 'Risk Management', 'Probability & Statistics', 'Leadership and Management', 'Mathematics', 'Investment Management', 'Securities Sales', 'Securities Trading', 'Computer Programming']",finance | risk management | probability & statistics | leadership and management | mathematics | investment management | securities sales | securities trading | computer programming,"['finance', 'risk management', 'probability & statistics', 'leadership and management', 'computer programming']",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Introduction to Programming with Python and Java,"{"" Computer Programming"","" Python Programming"","" Programming Principles"","" Java Programming"","" Computer Programming Tools"","" Data Analysis"","" Data Structures"","" Problem Solving"","" Computational Logic"","" Computational Thinking"","" Critical Thinking"","" Data Analysis Software"","" Data Management"","" Data Visualization"","" Exploratory Data Analysis"","" Software Engineering"","" Data Science""}",4.4,1500.0,Beginner , 3 - 6 Months,"['Computer Programming', 'Python Programming', 'Programming Principles', 'Java Programming', 'Computer Programming Tools', 'Data Analysis', 'Data Structures', 'Problem Solving', 'Computational Logic', 'Computational Thinking', 'Critical Thinking', 'Data Analysis Software', 'Data Management', 'Data Visualization', 'Exploratory Data Analysis', 'Software Engineering', 'Data Science']",computer programming | python programming | programming principles | java programming | computer programming tools | data analysis | data structures | problem solving | computational logic | computational thinking | critical thinking | data analysis software | data management | data visualization | exploratory data analysis | software engineering | data science,"['computer programming', 'python programming', 'data analysis', 'problem solving', 'critical thinking', 'data management']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Entrepreneurship: Growing Your Business,"{"" Leadership and Management"","" Strategy and Operations"","" Strategy"","" Critical Thinking"","" Leadership Development"","" Decision Making"","" Business Development"","" Entrepreneurship"","" Human Learning"","" Business Analysis"","" Communication"","" Finance"","" Account Management"","" Accounting"","" Accounts Payable and Receivable"","" Financial Accounting"","" Financial Analysis"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Organizational Development"","" Planning"","" Problem Solving"","" Business Transformation"","" Marketing"","" Sales"","" Business Design"","" Financial Management"","" Payments"","" Customer Success"","" Innovation""}",4.8,7100.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Strategy and Operations', 'Strategy', 'Critical Thinking', 'Leadership Development', 'Decision Making', 'Business Development', 'Entrepreneurship', 'Human Learning', 'Business Analysis', 'Communication', 'Finance', 'Account Management', 'Accounting', 'Accounts Payable and Receivable', 'Financial Accounting', 'Financial Analysis', 'General Accounting', 'Generally Accepted Accounting Principles (GAAP)', 'Organizational Development', 'Planning', 'Problem Solving', 'Business Transformation', 'Marketing', 'Sales', 'Business Design', 'Financial Management', 'Payments', 'Customer Success', 'Innovation']",leadership and management | strategy and operations | strategy | critical thinking | leadership development | decision making | business development | entrepreneurship | human learning | business analysis | communication | finance | account management | accounting | accounts payable and receivable | financial accounting | financial analysis | general accounting | generally accepted accounting principles (gaap) | organizational development | planning | problem solving | business transformation | marketing | sales | business design | financial management | payments | customer success | innovation,"['leadership and management', 'strategy and operations', 'strategy', 'critical thinking', 'decision making', 'human learning', 'business analysis', 'communication', 'finance', 'planning', 'problem solving', 'marketing']",0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0
Think like a CFO,"{"" Finance"","" Financial Accounting"","" Accounting"","" Investment Management"","" Financial Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Corporate Accouting"","" Market Analysis"","" Management Accounting""}",4.8,5700.0,Beginner , 3 - 6 Months,"['Finance', 'Financial Accounting', 'Accounting', 'Investment Management', 'Financial Management', 'Financial Analysis', 'Leadership and Management', 'Risk Management', 'Corporate Accouting', 'Market Analysis', 'Management Accounting']",finance | financial accounting | accounting | investment management | financial management | financial analysis | leadership and management | risk management | corporate accouting | market analysis | management accounting,"['finance', 'leadership and management', 'risk management']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Fintech: Foundations & Applications of Financial Technology,"{"" FinTech"","" Finance"","" BlockChain"","" Innovation"","" Investment Management"","" Financial Management"","" Financial Analysis"","" Risk Management"","" General Statistics"","" Payments"","" Behavioral Economics"","" Entrepreneurial Finance"","" Market Research"","" Cash Management"","" Cryptography"","" Human Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Securities Trading"","" Applied Machine Learning"","" Machine Learning"","" Product Strategy"","" Business Transformation"","" Critical Thinking""}",4.6,3500.0,Beginner , 3 - 6 Months,"['FinTech', 'Finance', 'BlockChain', 'Innovation', 'Investment Management', 'Financial Management', 'Financial Analysis', 'Risk Management', 'General Statistics', 'Payments', 'Behavioral Economics', 'Entrepreneurial Finance', 'Market Research', 'Cash Management', 'Cryptography', 'Human Learning', 'Machine Learning Algorithms', 'Machine Learning Software', 'Securities Trading', 'Applied Machine Learning', 'Machine Learning', 'Product Strategy', 'Business Transformation', 'Critical Thinking']",fintech | finance | blockchain | innovation | investment management | financial management | financial analysis | risk management | general statistics | payments | behavioral economics | entrepreneurial finance | market research | cash management | cryptography | human learning | machine learning algorithms | machine learning software | securities trading | applied machine learning | machine learning | product strategy | business transformation | critical thinking,"['finance', 'risk management', 'human learning', 'machine learning algorithms', 'machine learning', 'critical thinking']",0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Google Data Analytics (PT),"{"" Data Analysis"","" Data Visualization"","" Exploratory Data Analysis"","" Process Analysis"","" Databases"","" Data Management"","" Extract"","" Transform"","" Load"","" Statistical Programming"","" SQL"","" Business Analysis"","" Spreadsheet Software"","" Operational Analysis"","" Data Analysis Software"","" Microsoft Excel"","" Visualization (Computer Graphics)"","" Communication"","" Critical Thinking"","" Interactive Data Visualization"","" Programming Principles"","" Statistical Visualization"","" Collaboration"","" Organizational Development"","" Plot (Graphics)"","" R Programming"","" Strategy"","" Tableau Software"","" Storytelling"","" Strategy and Operations"","" Business Communication"","" Graph Theory"","" Project Management"","" Data Structures"","" Graphic Design"","" Leadership and Management"","" System Security""}",4.9,2900.0,Beginner , 3 - 6 Months,"['Data Analysis', 'Data Visualization', 'Exploratory Data Analysis', 'Process Analysis', 'Databases', 'Data Management', 'Extract', 'Transform', 'Load', 'Statistical Programming', 'SQL', 'Business Analysis', 'Spreadsheet Software', 'Operational Analysis', 'Data Analysis Software', 'Microsoft Excel', 'Visualization (Computer Graphics)', 'Communication', 'Critical Thinking', 'Interactive Data Visualization', 'Programming Principles', 'Statistical Visualization', 'Collaboration', 'Organizational Development', 'Plot (Graphics)', 'R Programming', 'Strategy', 'Tableau Software', 'Storytelling', 'Strategy and Operations', 'Business Communication', 'Graph Theory', 'Project Management', 'Data Structures', 'Graphic Design', 'Leadership and Management', 'System Security']",data analysis | data visualization | exploratory data analysis | process analysis | databases | data management | extract | transform | load | statistical programming | sql | business analysis | spreadsheet software | operational analysis | data analysis software | microsoft excel | visualization (computer graphics) | communication | critical thinking | interactive data visualization | programming principles | statistical visualization | collaboration | organizational development | plot (graphics) | r programming | strategy | tableau software | storytelling | strategy and operations | business communication | graph theory | project management | data structures | graphic design | leadership and management | system security,"['data analysis', 'data management', 'sql', 'business analysis', 'communication', 'critical thinking', 'strategy', 'strategy and operations', 'project management', 'leadership and management']",0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
Pharmacy Technician Fundamentals,"{"" Communication"","" Leadership and Management""}",4.7,126.0,Beginner , 3 - 6 Months,"['Communication', 'Leadership and Management']",communication | leadership and management,"['communication', 'leadership and management']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tools for Data Science,"{"" Data Science"","" R Programming"","" Cloud Computing"","" Computer Programming"","" IBM Cloud"","" Python Programming""}",4.5,27600.0,Beginner , 1 - 3 Months,"['Data Science', 'R Programming', 'Cloud Computing', 'Computer Programming', 'IBM Cloud', 'Python Programming']",data science | r programming | cloud computing | computer programming | ibm cloud | python programming,"['cloud computing', 'computer programming', 'python programming']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Practical Data Science on the AWS Cloud,"{"" Amazon Web Services"","" Exploratory Data Analysis""}",4.5,524.0,Advanced , 1 - 3 Months,"['Amazon Web Services', 'Exploratory Data Analysis']",amazon web services | exploratory data analysis,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
