course_title,rating,review_count,skills_list,platform,level,duration
Generative AI for Everyone,4.9,188.0,"['Strategy', 'Writing']",coursera,1,43.449999999999996
IBM DevOps and Software Engineering,4.6,43200.0,"['DevOps', 'Software Engineering', 'Cloud Computing', 'Computer Programming', 'Application Development', 'Python Programming', 'Software Architecture', 'Cloud Applications', 'Continuous Delivery', 'Continuous Integration', 'Software Engineering Tools', 'Agile Software Development', 'Programming Principles', 'Security Engineering', 'Software Testing', 'Cloud Infrastructure', 'Kubernetes', 'Cloud-Based Integration', 'Microarchitecture', 'Cloud Platforms', 'Communication', 'IBM Cloud', 'Scrum (Software Development)', 'Software Security', 'Cloud Storage', 'Docker (Software)', 'Linux', 'Product Management', 'Software-Defined Networking', 'Collaboration', 'Leadership and Management', 'Data Analysis', 'Mergers & Acquisitions']",coursera,1,78.21
IBM Full Stack Software Developer,4.6,41200.0,"['Cloud Computing', 'Python Programming', 'Cloud Applications', 'Computer Programming', 'IBM Cloud', 'Application Development', 'Cloud Infrastructure', 'DevOps', 'Web Development', 'Cloud Management', 'Cloud Platforms', 'Javascript', 'Software Architecture', 'Cloud API', 'Cloud Storage', 'Cloud-Based Integration', 'Full-Stack Web Development', 'Software Engineering', 'Continuous Delivery', 'Continuous Integration', 'Docker (Software)', 'Software As A Service', 'Web Development Tools', 'Microarchitecture', 'Django (Web Framework)', 'Database Application', 'Databases', 'Kubernetes', 'SQL', 'Software Engineering Tools', 'Data Management', 'NoSQL', 'Collaboration', 'Computer Science', 'Data Analysis', 'Leadership and Management', 'Mergers & Acquisitions', 'React (web framework)']",coursera,1,78.21
Key Technologies for Business,4.7,81500.0,"['Algorithms', 'Applied Machine Learning', 'Artificial Neural Networks', 'Computer Vision', 'Deep Learning', 'Human Learning', 'Machine Learning', 'Machine Learning Algorithms', 'Machine Learning Software', 'Cloud Computing', 'Data Science', 'Data Analysis', 'Big Data', 'Data Mining', 'Cloud Applications', 'Cloud Infrastructure', 'Cloud Platforms', 'Cloud Storage', 'DevOps', 'IBM Cloud', 'Regression', 'Writing']",coursera,1,34.76
Data Science Fundamentals with Python and SQL,4.6,59200.0,"['Python Programming', 'Data Analysis', 'General Statistics', 'Probability & Statistics', 'Basic Descriptive Statistics', 'Statistical Analysis', 'Statistical Tests', 'Mathematical Theory & Analysis', 'Statistical Programming', 'Computer Programming', 'Data Science', 'Plot (Graphics)', 'R Programming', 'Computational Thinking', 'Data Management', 'Database Application', 'Database Design', 'Database Theory', 'Databases', 'SQL', 'Cloud Computing', 'IBM Cloud']",coursera,1,78.21
IBM & Darden Digital Strategy,4.7,29700.0,"['Business Analysis', 'Business Transformation', 'Strategy', 'Cloud Computing', 'Data Analysis', 'Strategy and Operations', 'Applied Machine Learning', 'Entrepreneurship', 'Leadership and Management', 'Algorithms', 'Artificial Neural Networks', 'Computer Vision', 'Deep Learning', 'Human Learning', 'Innovation', 'Machine Learning', 'Machine Learning Algorithms', 'Machine Learning Software', 'Marketing', 'Sales', 'Data Visualization', 'Research and Design', 'Business Design', 'Business Development', 'Customer Analysis', 'Product Strategy', 'Market Analysis', 'Data Management', 'Data Mining', 'Databases', 'Python Programming', 'SQL', 'Cloud Applications', 'Cloud Infrastructure', 'Cloud Platforms', 'Cloud Storage', 'Data Science', 'DevOps', 'IBM Cloud', 'NoSQL', 'R Programming', 'Microsoft Excel']",coursera,1,78.21
IBM Data Engineering,4.6,46200.0,"['Data Management', 'Databases', 'Database Administration', 'Extract', 'Transform', 'Load', 'Big Data', 'SQL', 'Python Programming', 'Apache', 'Database Design', 'Distributed Computing Architecture', 'Data Architecture', 'Database Application', 'NoSQL', 'Data Structures', 'Data Model', 'Data Warehousing', 'Cloud Computing', 'Database Theory', 'Data Engineering', 'Data Visualization', 'Computer Programming', 'Cloud Storage', 'IBM Cloud', 'Data Mining', 'Machine Learning', 'Cloud Applications', 'Data Analysis', 'Leadership and Management', 'Kubernetes', 'Software Architecture', 'PostgreSQL', 'Computational Thinking', 'Business Intelligence', 'Data Visualization Software', 'Linux', 'Network Security', 'Statistical Programming', 'Data Science']",coursera,1,78.21
IBM Data Analytics with Excel and R,4.7,19900.0,"['Data Analysis', 'R Programming', 'Computer Programming', 'Data Visualization', 'Data Management', 'Statistical Programming', 'Databases', 'Plot (Graphics)', 'Exploratory Data Analysis', 'Statistical Visualization', 'Data Analysis Software', 'Data Structures', 'Statistical Analysis', 'Microsoft Excel', 'SQL', 'Basic Descriptive Statistics', 'General Statistics', 'Interactive Data Visualization', 'Database Application', 'Extract', 'Transform', 'Load', 'Spreadsheet Software', 'Visualization (Computer Graphics)', 'Programming Principles', 'Regression', 'Database Administration', 'Database Design', 'Database Theory', 'Computer Programming Tools', 'Correlation And Dependence', 'Data Mining', 'Data Visualization Software', 'Statistical Machine Learning', 'Visual Design', 'Business Analysis', 'Python Programming', 'Data Science', 'NoSQL']",coursera,1,78.21
Data Analysis and Visualization Foundations,4.7,19300.0,"['Microsoft Excel', 'Spreadsheet Software', 'Data Visualization', 'Data Analysis', 'Plot (Graphics)', 'Databases', 'Python Programming', 'SQL', 'Statistical Visualization', 'Business Analysis', 'Data Management', 'Data Mining', 'Data Science', 'Interactive Data Visualization', 'NoSQL', 'R Programming', 'Data Visualization Software']",coursera,1,78.21
Deep Learning,4.8,141500.0,"['Machine Learning', 'Deep Learning', 'Artificial Neural Networks', 'Machine Learning Algorithms', 'Applied Machine Learning', 'Python Programming', 'Machine Learning Software', 'Network Model', 'Algorithms', 'Computer Programming', 'Computer Vision', 'Network Architecture', 'Natural Language Processing', 'Tensorflow', 'Human Learning', 'Data Analysis', 'Exploratory Data Analysis', 'Organizational Development', 'Strategy', 'Mathematics', 'Mathematical Theory & Analysis', 'Linear Algebra', 'Regression', 'Calculus']",coursera,2,78.21
IBM AI Foundations for Business,4.7,77200.0,"['Machine Learning', 'Data Analysis', 'Applied Machine Learning', 'Data Management', 'Leadership and Management', 'Machine Learning Algorithms', 'Algorithms', 'Artificial Neural Networks', 'Business Process Management', 'Computer Vision', 'Data Architecture', 'Deep Learning', 'Human Learning', 'Machine Learning Software', 'Data Science', 'Strategy and Operations', 'Business Transformation', 'Cloud Computing', 'Strategy', 'Big Data', 'Data Mining', 'Innovation', 'Regression', 'Writing']",coursera,1,34.76
Data Engineering Foundations,4.6,45100.0,"['Data Management', 'Python Programming', 'Databases', 'Data Structures', 'Data Engineering', 'Database Application', 'SQL', 'Database Administration', 'Database Design', 'Extract', 'Transform', 'Load', 'Computer Programming', 'Data Architecture', 'Database Theory', 'Data Mining', 'Data Model', 'Data Analysis', 'Leadership and Management', 'Computational Thinking', 'Data Warehousing', 'PostgreSQL', 'Big Data', 'IBM Cloud', 'Network Security', 'NoSQL', 'Cloud Computing', 'Data Science']",coursera,1,78.21
IBM Back-End Development,4.6,36700.0,"['Application Development', 'Software Engineering', 'Python Programming', 'Computer Programming', 'Software Architecture', 'DevOps', 'Software Engineering Tools', 'Cloud Applications', 'Cloud Computing', 'Security Engineering', 'Programming Principles', 'Web Development', 'Cloud Infrastructure', 'Cloud-Based Integration', 'Microarchitecture', 'Agile Software Development', 'Communication', 'IBM Cloud', 'Kubernetes', 'Software Security', 'Data Management', 'Database Application', 'Databases', 'Docker (Software)', 'Linux', 'Product Management', 'SQL', 'Software-Defined Networking', 'Collaboration', 'Django (Web Framework)', 'Leadership and Management', 'Data Analysis', 'Mergers & Acquisitions']",coursera,1,78.21
Applied Data Science,4.6,48500.0,"['Python Programming', 'Data Visualization', 'Statistical Programming', 'Data Analysis', 'Machine Learning', 'Statistical Visualization', 'Plot (Graphics)', 'Algorithms', 'Computer Programming', 'Data Science', 'Exploratory Data Analysis', 'General Statistics', 'Machine Learning Algorithms', 'Probability & Statistics', 'Regression']",coursera,1,78.21
IBM Applied AI,4.6,46200.0,"['Machine Learning', 'Deep Learning', 'Machine Learning Algorithms', 'Artificial Neural Networks', 'Python Programming', 'Cloud Computing', 'Computer Vision', 'Human Learning', 'IBM Cloud', 'Applied Machine Learning', 'Algorithms', 'Cloud API', 'Machine Learning Software', 'Natural Language Processing', 'Human Computer Interaction', 'Computer Programming', 'Cloud Applications', 'Computer Programming Tools', 'Application Development', 'Visualization (Computer Graphics)', 'Data Analysis', 'Software As A Service', 'User Experience Design', 'Data Science']",coursera,1,78.21
Excel Skills for Business,4.9,59000.0,"['Spreadsheet Software', 'Business Analysis', 'Microsoft Excel', 'Data Analysis', 'Plot (Graphics)', 'Data Visualization', 'Data Model', 'Databases', 'Finance', 'Leadership and Management']",coursera,1,78.21
Applied Software Engineering Fundamentals,4.6,36000.0,"['Python Programming', 'Computer Programming', 'Software Engineering', 'Application Development', 'Programming Principles', 'Software Architecture', 'Software Engineering Tools', 'Agile Software Development', 'Communication', 'Product Management', 'Software-Defined Networking', 'Collaboration', 'Leadership and Management', 'Linux', 'Data Analysis', 'Mergers & Acquisitions']",coursera,1,78.21
Generative AI with Large Language Models,4.8,1300.0,"['Machine Learning', 'Natural Language Processing', 'Python Programming']",coursera,2,43.449999999999996
Google Advanced Data Analytics,4.7,2200.0,"['Communication', 'Computer Programming', 'Data Analysis', 'Exploratory Data Analysis', 'General Statistics', 'Machine Learning', 'Planning', 'Probability Distribution', 'Project Management', 'Python Programming', 'Regression', 'Statistical Analysis', 'Tableau Software']",coursera,3,78.21
"DevOps, Cloud, and Agile Foundations",4.7,7700.0,"['DevOps', 'Cloud Computing', 'Software Engineering', 'Agile Software Development', 'Continuous Delivery', 'Continuous Integration', 'Scrum (Software Development)', 'Cloud Applications', 'Cloud Infrastructure', 'Cloud Platforms', 'Cloud Storage', 'IBM Cloud', 'Leadership and Management']",coursera,1,78.21
Meta Front-End Developer,4.7,14700.0,"['HTML and CSS', 'Javascript', 'Front-End Web Development', 'React (web framework)', 'Web Development', 'User Experience', 'Algorithms', 'Computer Science', 'Web Design', 'Application Development', 'Computer Programming', 'Software Engineering', 'Web Development Tools', 'Collaboration', 'Communication', 'Data Structures', 'Human Computer Interaction', 'Interactive Design', 'Linux', 'Problem Solving', 'Product Design', 'Software Engineering Tools', 'Software Testing']",coursera,1,78.21
Cloud Application Development Foundations,4.6,6100.0,"['Cloud Computing', 'Cloud Applications', 'IBM Cloud', 'Javascript', 'Cloud Infrastructure', 'Cloud Platforms', 'DevOps', 'Cloud Management', 'Computer Programming', 'Web Development', 'Cloud API', 'Continuous Integration', 'Cloud Storage', 'Software As A Service', 'Continuous Delivery', 'Web Development Tools', 'NoSQL', 'Computer Science', 'React (web framework)']",coursera,1,78.21
Foundations of Project Management,4.9,73700.0,"['Project Management', 'Strategy and Operations', 'Business Communication', 'Change Management', 'Organizational Development', 'Communication', 'Culture', 'Emotional Intelligence', 'Influencing', 'Leadership and Management', 'People Management', 'Planning']",coursera,1,43.449999999999996
Foundations of Cybersecurity,4.9,11800.0,"['Linux', 'Computer Programming', 'Leadership and Management', 'SQL']",coursera,1,43.449999999999996
IBM IT Support,4.7,6600.0,"['Customer Success', 'Cloud Computing', 'Computer Networking', 'Strategy and Operations', 'Operating Systems', 'Cloud Storage', 'Cloud Applications', 'Leadership and Management', 'System Security', 'Customer Support', 'Communication', 'Computer Programming', 'Cyberattacks', 'Cloud Infrastructure', 'Cloud Platforms', 'Databases', 'DevOps', 'Networking Hardware', 'Cryptography', 'IBM Cloud', 'Information Technology', 'Network Architecture', 'Network Security', 'Security Engineering', 'Software Engineering']",coursera,1,78.21
"Foundations: Data, Data, Everywhere",4.8,93900.0,"['Data Analysis', 'SQL', 'Data Visualization', 'Business Analysis', 'Spreadsheet Software', 'Data Science', 'Databases', 'Microsoft Excel']",coursera,1,34.76
IBM IT Project Manager,4.8,2400.0,"['Software Engineering', 'Agile Software Development', 'Computer Programming', 'Software Engineering Tools', 'Application Development', 'Programming Principles', 'Software Architecture', 'Communication', 'Cloud Applications', 'Product Management', 'Scrum (Software Development)', 'Software-Defined Networking', 'Leadership and Management', 'Project Management', 'Cloud Computing', 'IBM Cloud', 'Information Technology', 'Operating Systems', 'Python Programming', 'Risk Management']",coursera,1,78.21
Google IT Automation with Python,4.7,42000.0,"['Cloud Computing', 'Cloud Platforms', 'Collaboration', 'Computer Programming', 'Data Structures', 'Google Cloud Platform', 'Leadership and Management', 'Problem Solving', 'Python Programming']",coursera,1,78.21
Information Technology (IT) and Cloud Fundamentals,4.7,6100.0,"['Cloud Computing', 'Computer Networking', 'Operating Systems', 'Cloud Storage', 'System Security', 'Cloud Applications', 'Cyberattacks', 'Cloud Infrastructure', 'Cloud Platforms', 'Databases', 'DevOps', 'Networking Hardware', 'Computer Programming', 'Cryptography', 'IBM Cloud', 'Network Architecture', 'Network Security', 'Security Engineering', 'Software Engineering']",coursera,1,78.21
Prompt Engineering,4.8,1800.0,"['Creativity', 'Data Analysis', 'Problem Solving', 'Writing']",coursera,1,34.76
Microsoft Power BI Data Analyst,4.6,907.0,"['Data Analysis', 'Data Management', 'Data Mining', 'Data Model', 'Extract', 'Transform', 'Load', 'Microsoft Excel', 'Power BI', 'SQL']",coursera,1,78.21
IBM Data Warehouse Engineer,4.7,3600.0,"['Data Management', 'Databases', 'Database Administration', 'SQL', 'Database Application', 'Extract', 'Transform', 'Load', 'Data Warehousing', 'Database Design', 'Data Structures', 'Data Engineering', 'Computer Programming', 'Data Analysis', 'Data Architecture', 'Database Theory', 'Apache', 'Python Programming', 'Leadership and Management', 'Professional Development', 'Big Data', 'Data Model', 'Distributed Computing Architecture', 'Computational Thinking', 'PostgreSQL', 'Software Architecture', 'Cloud Computing', 'Linux', 'IBM Cloud', 'Network Security', 'NoSQL', 'Business Intelligence', 'Data Science']",coursera,1,78.21
IBM Cybersecurity Analyst,4.6,21700.0,"['Cryptography', 'Python Programming', 'Linux', 'Network Security', 'Security Strategy', 'Software Security', 'System Software', 'Computer Security Incident Management', 'Networking Hardware', 'Security Software', 'Cloud Computing', 'Cyberattacks', 'DevOps', 'Mobile Security', 'Computer Programming', 'Databases', 'Leadership and Management', 'Operating Systems', 'SQL', 'System Security']",coursera,1,78.21
AI For Everyone,4.8,39400.0,"['Data Science', 'Deep Learning', 'Machine Learning', 'Artificial Neural Networks', 'Business Transformation', 'Human Learning', 'Planning', 'Project Management']",coursera,1,43.449999999999996
Supervised Machine Learning: Regression and Classification,4.9,15000.0,"['Machine Learning', 'Machine Learning Algorithms', 'Regression', 'Applied Machine Learning', 'Algorithms', 'Statistical Machine Learning', 'Mathematics', 'Critical Thinking', 'Machine Learning Software', 'Python Programming']",coursera,1,43.449999999999996
IBM Front-End Developer,4.6,1600.0,"['Software Engineering', 'Cloud Applications', 'Application Development', 'Computer Programming', 'Software Engineering Tools', 'Cloud Computing', 'IBM Cloud', 'Programming Principles', 'Web Development', 'Agile Software Development', 'Cloud API', 'Cloud Infrastructure', 'Cloud Management', 'Cloud Platforms', 'Communication', 'DevOps', 'Software Architecture', 'Continuous Integration', 'Software As A Service', 'Web Development Tools', 'Continuous Delivery', 'Front-End Web Development', 'Leadership and Management', 'Product Management', 'Software-Defined Networking', 'Collaboration', 'Javascript', 'NoSQL', 'Mergers & Acquisitions', 'Python Programming', 'React (web framework)', 'Strategy']",coursera,1,78.21
Technical Support Fundamentals,4.8,145600.0,"['Communication', 'Computer Architecture', 'Computer Networking', 'Customer Support', 'Networking Hardware']",coursera,1,34.76
Business Foundations,4.7,24100.0,"['Accounting', 'Finance', 'General Accounting', 'Decision Making', 'Financial Accounting', 'Strategy and Operations', 'Account Management', 'Accounts Payable and Receivable', 'Cost Accounting', 'Leadership and Management', 'Strategy', 'Cash Management', 'Communication', 'Financial Analysis', 'Generally Accepted Accounting Principles (GAAP)', 'Marketing', 'Brand Management', 'Budget Management', 'Customer Analysis', 'Market Analysis', 'Marketing Design', 'Product Marketing', 'Product Strategy', 'Entrepreneurship', 'Human Resources', 'People Analysis', 'Performance Management', 'Business Analysis', 'Customer Relationship Management', 'Data Analysis', 'Digital Marketing', 'Mathematical Theory & Analysis', 'Change Management', 'Human Resources Operations', 'Talent Management', 'Operations Management']",coursera,1,78.21
"BI Foundations with SQL, ETL and Data Warehousing",4.6,19600.0,"['Data Management', 'Extract', 'Transform', 'Load', 'Data Warehousing', 'Database Administration', 'Apache', 'Computer Programming', 'Python Programming', 'Data Analysis', 'Databases', 'Big Data', 'Database Application', 'Distributed Computing Architecture', 'Cloud Computing', 'Computational Thinking', 'Database Design', 'Database Theory', 'Leadership and Management', 'Linux', 'SQL', 'Software Architecture', 'Business Intelligence', 'IBM Cloud']",coursera,1,78.21
AI Foundations for Everyone,4.7,13100.0,"['Human Learning', 'Machine Learning', 'Artificial Neural Networks', 'Deep Learning', 'Machine Learning Algorithms', 'Human Computer Interaction', 'Natural Language Processing', 'Algorithms', 'Applied Machine Learning', 'Cloud Computing', 'Computer Vision', 'IBM Cloud', 'Machine Learning Software', 'Data Analysis', 'Cloud API', 'Computer Programming', 'Data Science']",coursera,1,78.21
IBM IT Scrum Master,4.8,3800.0,"['DevOps', 'Software Engineering', 'Computer Programming', 'Agile Software Development', 'Programming Principles', 'Software Engineering Tools', 'Application Development', 'Software Architecture', 'Communication', 'Continuous Delivery', 'Cloud Applications', 'Continuous Integration', 'Product Management', 'Scrum (Software Development)', 'Software-Defined Networking', 'Leadership and Management', 'Project Management', 'Cloud Computing', 'IBM Cloud', 'Information Technology', 'Operating Systems', 'Python Programming']",coursera,1,78.21
IBM Project Manager,4.8,1800.0,"['Software Engineering', 'Agile Software Development', 'Scrum (Software Development)', 'Business Analysis', 'Communication', 'Leadership and Management', 'Project Management', 'Risk Management']",coursera,1,78.21
IBM Applied DevOps Engineering,4.7,4100.0,"['DevOps', 'Software Engineering', 'Cloud Computing', 'Continuous Delivery', 'Continuous Integration', 'Application Development', 'Cloud Applications', 'Software Architecture', 'Security Engineering', 'Computer Programming', 'Kubernetes', 'Cloud Infrastructure', 'Cloud-Based Integration', 'Microarchitecture', 'Software Testing', 'Agile Software Development', 'IBM Cloud', 'Docker (Software)', 'Scrum (Software Development)', 'Software Security', 'Leadership and Management']",coursera,2,78.21
IBM AI Engineering,4.6,17300.0,"['Machine Learning', 'Deep Learning', 'Human Learning', 'Artificial Neural Networks', 'Python Programming', 'Machine Learning Algorithms', 'Applied Machine Learning', 'Algorithms', 'Machine Learning Software', 'Regression', 'Statistical Machine Learning', 'Network Model', 'Computer Vision', 'Apache', 'Big Data', 'Data Analysis', 'Mathematical Theory & Analysis', 'Computer Programming', 'Network Architecture', 'Data Visualization', 'Extract', 'Transform', 'Load', 'Plot (Graphics)', 'Tensorflow', 'Visualization (Computer Graphics)', 'Customer Analysis', 'Decision Making', 'Dimensionality Reduction', 'Data Science']",coursera,2,78.21
IT Fundamentals for Cybersecurity,4.6,19600.0,"['Cryptography', 'Network Security', 'Linux', 'Networking Hardware', 'Security Software', 'System Software', 'Cloud Computing', 'Cyberattacks', 'Databases', 'Leadership and Management', 'Operating Systems', 'SQL', 'System Security']",coursera,1,78.21
Mathematics for Machine Learning and Data Science,4.6,1300.0,"['Mathematics', 'Algebra', 'Linear Algebra', 'Machine Learning', 'Machine Learning Algorithms', 'Calculus', 'Differential Equations', 'Regression', 'Artificial Neural Networks', 'Mathematical Theory & Analysis', 'Python Programming', 'Algorithms', 'Critical Thinking', 'Dimensionality Reduction', 'General Statistics', 'Probability & Statistics', 'Statistical Analysis']",coursera,1,34.76
Python for Everybody,4.8,268600.0,"['Computer Programming', 'Python Programming', 'Computer Programming Tools', 'Programming Principles', 'Data Structures', 'Computational Thinking', 'Computational Logic', 'Software Engineering', 'Algorithms', 'Critical Thinking', 'Problem Solving', 'Data Management', 'Database Application', 'Databases', 'Theoretical Computer Science', 'Database Administration', 'Data Model', 'Data Visualization', 'Database Design', 'Database Theory', 'Web Development', 'Web Development Tools', 'Computer Networking', 'Extract', 'Transform', 'Load', 'SQL', 'HTML and CSS']",coursera,1,78.21
Meta React Native,4.7,6700.0,"['React (web framework)', 'Javascript', 'Mobile Development', 'Mobile Development Tools', 'Web Development', 'HTML and CSS', 'Front-End Web Development', 'Web Development Tools', 'Application Development', 'Computer Programming', 'Programming Principles', 'User Experience', 'Web Design', 'Software Engineering Tools', 'SQL', 'Software Engineering', 'Agile Software Development', 'Collaboration', 'Data Management', 'Human Computer Interaction', 'Interactive Design', 'Linux', 'Product Design', 'Product Lifecycle', 'Project Management']",coursera,1,78.21
Project Execution: Running the Project,4.8,7100.0,"['Leadership and Management', 'Communication', 'Project Management', 'Strategy and Operations', 'Business Communication', 'Collaboration', 'Risk Management', 'Planning']",coursera,1,34.76
Meta Social Media Marketing,4.8,17500.0,"['Marketing', 'Digital Marketing', 'Social Media', 'Advertising', 'Communication', 'Media Strategy & Planning', 'Marketing Management', 'Customer Analysis', 'Brand Management', 'Business Analysis', 'Marketing Design', 'Sales', 'Strategy and Operations', 'Data Analysis', 'General Statistics', 'Market Analysis', 'Probability & Statistics', 'Leadership and Management', 'Research and Design', 'Creativity', 'Planning', 'Entrepreneurship']",coursera,1,78.21
Foundations of Digital Marketing and E-commerce,4.8,15600.0,"['Digital Marketing', 'Marketing', 'E-Commerce', 'Strategy', 'Data Analysis', 'Social Media']",coursera,1,43.449999999999996
Prompt Engineering for ChatGPT,4.8,1700.0,"['Creativity', 'Problem Solving', 'Writing']",coursera,1,34.76
Finance & Quantitative Modeling for Analysts,4.5,15700.0,"['Finance', 'Business Analysis', 'Data Analysis', 'Financial Analysis', 'Accounting', 'Forecasting', 'Financial Management', 'General Accounting', 'General Statistics', 'Statistical Analysis', 'Financial Accounting', 'Mathematical Theory & Analysis', 'Accounts Payable and Receivable', 'Probability & Statistics', 'Basic Descriptive Statistics', 'Correlation And Dependence', 'Data Model', 'Decision Making', 'Regression', 'Generally Accepted Accounting Principles (GAAP)', 'Management Accounting', 'Statistical Tests', 'Strategy and Operations', 'Budget Management', 'Microsoft Excel', 'Spreadsheet Software', 'Entrepreneurship', 'Linear Algebra', 'Computer Programming']",coursera,1,78.21
Introduction to Finance and Accounting,4.6,12900.0,"['Accounting', 'Finance', 'Financial Accounting', 'General Accounting', 'Financial Analysis', 'Generally Accepted Accounting Principles (GAAP)', 'Accounts Payable and Receivable', 'Cost Accounting', 'Account Management', 'Cash Management', 'Decision Making', 'Investment Management', 'Taxes', 'Budget Management', 'Estimation', 'Management Accounting', 'Problem Solving', 'Business Analysis', 'Mathematical Theory & Analysis', 'Mathematics', 'Data Analysis', 'Entrepreneurship', 'Strategy and Operations']",coursera,1,78.21
AI in Healthcare,4.7,1300.0,"['Machine Learning', 'Leadership and Management', 'Data Analysis', 'Data Mining']",coursera,1,78.21
Machine Learning Engineering for Production (MLOps),4.7,3300.0,"['Machine Learning', 'Applied Machine Learning', 'Python Programming', 'Statistical Programming', 'Tensorflow', 'DevOps', 'Devops Tools', 'Exploratory Data Analysis', 'Feature Engineering', 'Machine Learning Software', 'Probability & Statistics', 'Cloud Computing', 'Deep Learning', 'Google Cloud Platform', 'Other Cloud Platforms and Tools', 'Performance Management', 'Kubernetes', 'Leadership and Management']",coursera,3,78.21
Play It Safe: Manage Security Risks,4.8,3600.0,"['Audit', 'Leadership and Management', 'Risk Management']",coursera,1,43.449999999999996
Python 3 Programming,4.7,21300.0,"['Python Programming', 'Computer Programming', 'Problem Solving']",coursera,1,78.21
