Timestamp,1) Javascript,2) Wordpress,3) Technical product management,4) Financial accounting,5) Application development,6) System security,7) Digital marketing,8) Microsoft excel,9) Regulations and compliance,10) Market analysis,11) Swift programming,12) People management,13) Network architecture,14) Theoretical computer science,15) Bayesian network,16) Negotiation,17) People analysis,18) Search engine optimization,19) Sap,20) machine learning software,21) User experience,22) Database application,23) Angular,24) Basic descriptive statistics,25) Jira,26) Spatial analysis,27) Interactive design,28) Strategy and operations,29) Big data,30) Python programming,31) Media strategy & planning,32) Financial analysis,33) Human learning,34) Google app engine,35) Writing,36) Android development,37) Software testing,38) Risk management,39) Game theory,40) Web development,41) Supply chain and logistics,42) User experience design,43) Agile software development,44) Internet of things,45) Power bi
11/30/2025 23:35:44,7,10,10,10,10,10,10,10,10,10,9,8,7,6,5,6,8,7,6,6,7,8,8,4,2,4,7,8,8,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11/30/2025 23:36:42,4,7,8,7,5,7,7,7,7,7,6,6,6,8,8,4,3,6,6,5,7,7,7,5,6,7,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11/30/2025 23:44:47,1,1,1,1,1,3,1,3,1,3,1,1,1,3,1,1,1,4,1,1,2,8,2,1,1,2,8,8,5,3,2,2,2,2,2,1,2,1,1,3,2,2,2,2,2
11/30/2025 23:46:15,5,5,7,8,8,7,5,7,8,8,3,8,8,7,4,7,7,3,9,7,7,9,2,8,9,5,6,5,8,9,6,8,8,8,8,8,7,7,9,9,5,8,9,6,2
11/30/2025 23:49:58,7,5,7,4,7,4,4,7,7,4,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,6,7,6,6,6,6,6,7,7,7,7,5,5,5,5,5
11/30/2025 23:50:10,6,1,7,5,8,3,3,6,4,5,1,6,4,6,5,5,5,6,1,7,6,4,1,7,10,5,5,5,4,1,5,5,5,5,4,10,7,7,8,10,4,8,10,5,10
11/30/2025 23:50:49,5,5,5,5,5,5,5,5,6,6,8,4,6,3,3,7,5,4,4,6,5,2,10,10,10,10,10,10,6,5,5,6,8,7,7,4,4,8,6,7,5,5,5,6,6
11/30/2025 23:51:36,5,4,4,5,6,7,3,7,6,6,6,6,4,2,4,8,9,9,9,6,8,8,4,5,4,4,7,8,1,6,6,6,8,8,4,6,6,4,4,6,3,10,5,5,4
11/30/2025 23:52:06,6,7,6,7,7,8,6,7,7,8,5,6,6,7,7,6,6,9,5,7,6,7,6,6,7,8,8,7,8,7,7,6,1,1,1,1,1,6,7,9,7,5,2,4,2
11/30/2025 23:52:45,7,1,5,4,7,5,4,8,5,3,1,3,4,2,1,5,8,8,1,4,7,7,1,2,1,1,1,5,3,10,7,5,7,10,10,9,7,4,6,6,3,3,1,10,1
11/30/2025 23:52:52,8,10,10,3,5,4,10,7,6,9,5,10,6,5,4,7,10,4,7,4,10,3,2,1,1,4,5,9,10,4,6,4,6,10,10,10,6,6,10,4,6,4,7,7,7
11/30/2025 23:53:05,6,3,6,6,3,6,6,6,6,3,5,5,4,6,3,4,7,7,7,5,4,7,7,6,7,4,5,6,6,4,8,9,2,5,10,10,9,7,6,3,8,4,7,8,9
11/30/2025 23:54:23,6,7,8,8,9,4,5,5,3,5,7,6,9,4,8,8,5,7,4,10,7,6,4,6,7,8,5,4,7,4,7,7,7,3,6,8,7,7,7,5,5,5,5,6,5
11/30/2025 23:57:35,1,1,1,8,9,6,4,5,9,10,1,10,10,9,1,9,10,10,10,8,9,10,5,10,1,5,9,8,8,10,10,10,10,4,9,1,8,9,9,3,9,10,8,5,5
12/1/2025 0:00:49,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
12/1/2025 0:04:44,4,7,4,4,6,7,7,5,4,4,5,6,8,8,3,5,5,6,5,5,7,4,5,6,7,7,3,5,6,6,7,7,7,4,7,6,5,6,6,4,8,6,8,5,6
12/1/2025 0:05:33,7,3,9,4,8,8,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,5,6,8,5,8,3,8,8,6,6,6,6,6,6,6
12/1/2025 0:06:20,6,4,5,7,6,6,6,6,4,7,5,5,7,5,6,5,6,5,5,5,7,7,7,7,7,4,8,6,6,5,7,7,5,5,7,7,8,8,8,7,7,7,7,6,6
12/1/2025 0:07:08,6,4,9,8,8,8,8,8,8,5,4,6,7,7,7,7,7,6,6,4,5,5,5,5,6,6,6,5,5,5,5,5,5,7,6,7,7,7,7,5,6,7,7,7,6
12/1/2025 0:07:55,5,9,8,9,8,9,8,8,8,9,9,9,9,8,8,8,8,7,8,5,10,5,6,7,7,7,7,7,7,7,7,4,4,4,7,7,7,8,6,7,6,7,7,7,7
12/1/2025 0:08:42,6,6,9,8,8,8,6,7,7,7,5,8,7,7,7,7,6,6,6,6,7,7,7,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
12/1/2025 0:09:27,5,7,7,7,7,8,8,5,7,4,6,6,6,7,8,7,7,7,7,5,7,8,6,5,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
12/1/2025 0:31:28,10,7,6,4,4,7,4,3,3,1,9,8,8,10,9,10,10,10,10,10,9,10,9,9,9,2,4,7,8,10,10,10,10,10,10,10,10,1,2,10,10,10,10,10,10
12/1/2025 0:53:50,4,5,6,8,4,3,6,9,6,8,3,7,4,9,4,8,8,6,2,7,9,8,1,6,1,3,5,6,4,7,7,8,8,9,6,4,6,6,5,6,3,7,4,5,2
12/1/2025 1:03:03,9,2,7,2,2,3,3,8,2,1,1,7,3,5,1,1,5,5,1,4,7,8,1,2,8,3,7,6,6,6,7,5,6,3,6,2,4,3,2,8,9,7,6,4,3
12/1/2025 1:08:55,1,2,5,5,4,4,4,4,7,7,1,5,2,5,1,5,6,2,1,1,1,3,1,1,1,1,3,1,1,2,4,6,4,5,6,1,1,5,1,3,1,1,1,1,1
12/1/2025 9:24:36,5,7,6,7,7,5,6,7,5,6,3,6,8,7,5,7,4,6,5,4,6,6,10,9,10,5,6,7,6,5,6,7,5,6,7,6,6,7,7,6,7,6,8,6,8
12/1/2025 9:24:56,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5
12/1/2025 11:06:59,5,1,5,3,7,5,2,8,8,5,1,4,2,6,1,10,8,7,6,2,8,6,6,5,1,1,5,5,1,2,1,2,10,10,10,6,5,4,1,8,1,7,6,5,1
12/1/2025 11:33:04,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12/1/2025 14:25:43,6,8,7,4,8,7,6,8,6,5,1,8,5,8,5,3,9,6,1,8,9,9,1,6,1,7,8,8,6,9,8,3,5,6,8,8,6,7,1,10,5,9,1,10,2
12/1/2025 18:41:25,5,5,1,1,1,1,2,5,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1
12/1/2025 18:59:19,4,1,1,1,3,1,1,3,1,2,2,1,1,3,1,2,4,1,1,2,3,5,1,1,1,1,1,2,1,6,2,1,1,1,3,1,1,1,1,6,1,6,4,1,1
